 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt,Normalized Market Value per SqFt,Normalized Gross Income,Normalized Gross Income per sqt,normailized full market value
1-01516-7502,1260-R1,8,2,198,1972,295573,8568661,29,41500000,140,177.1037194,10843323.23,36.68577044,52347077.65
1-01517-7501,454-R1,8,1,59,1929,71863,1764955,24.56,7889996,110,139.1529224,2232715.318,31.06905248,9999946.462
1-01518-7501,170-R1,8,1,104,1962,88510,2670346,30.2,12900000,146,184.6938788,3381418.543,38.20380232,16347255.21
1-01519-7501,1358-R1,8,1,94,2003,199437,8585762,43,43200001,217,274.510765,10848603.45,54.39614238,54747603.44
1-01521-7501,742-R1,8,1,30,1989,43060,1744791,40.5,8770000,204,258.0654197,2206117.781,51.23357596,11112296.97
1-01524-7501,526-R1,8,1,59,1928,95534,2436117,25.5,11799997,124,156.8632943,3081752.725,32.25817746,14985777.96
1-01524-7502,929-R1,8,2,100,1985,104951,3680000,35.1,18500000,176,222.6446758,4660079.693,44.4024325,23366781.37
1-01526-7501,895-R1,8,1,100,1926,194747,8399438,43.1,42200007,217,274.510765,10618121.55,54.52264503,53460147.95
1-01526-7502,1242-R1,8,1,147,1963,161572,4349518,26.9,21099998,131,165.7184803,5498168.269,34.02921465,26775466.3
1-01527-7501,172-R1,8,1,61,1985,99039,3600000,36.3,18100004,183,231.4998617,4547916.872,45.92046438,22927514.8
1-01532-7501,706-R1,8,1,60,1981,59228,2250071,38,11300002,191,241.6200743,2847149.753,48.07100954,14310673.76
1-01534-7501,404-R1,8,1,253,1987,235069,8601174,36.6,43200006,184,232.7648883,10883688.2,46.29997235,54715809.53
1-01534-7502,1738-R1,8,1,19,0,8600,318200,37,1599998,186,235.2949414,402531.4536,46.80598298,2023536.496
1-01536-7501,1277-R1,8,1,1258,1975,1496819,50906814,34,252160867,168,212.5244632,64379537.24,43.01090328,318110654.5
1-01539-7501,234-R1,8,1,290,1975,391767,11800022,30.1,57200026,146,184.6938788,14917429.46,38.07729966,72356966.82
1-01540-7501,1767-R1,8,1,43,0,43065,1546033,35.9,7770000,180,227.704782,1955773.451,45.41445375,9806106.437
1-01542-7501,250-R1,8,1,538,1975,433154,13280501,30.7,64299989,148,187.2239319,16822105.45,38.8363156,81096795
1-01543-7501,726-R1,8,1,328,1973,331552,8918748,26.9,43200015,130,164.4534537,11282454.18,34.02921465,54524871.48
1-01544-7501,1586-R1,8,1,149,1998,213419,8323341,39,41800012,196,247.9452071,10529247.49,49.33603611,52916218.15
1-01547-7501,1346-R1,8,1,14,1915,7921,214975,27.1,1040001,131,165.7184803,271549.4643,34.28221996,1312656.082
1-01548-7501,585-R1,8,2,27,1925,16350,399921,24.46,1790000,109,137.8878958,505910.6897,30.94254983,2254467.096
1-01550-7501,768-R1,8,1,163,1988,273330,8831292,32.3,42800004,157,198.609171,11168361.68,40.86035811,54285844.71
1-01551-7501,500-R1,8,0,14,1915,8345,280000,33.6,1360001,163,206.1993304,354703.3292,42.50489265,1720733.412
1-01552-7501,322-R1,8,1,26,1910,13796,370560,26.9,1799998,130,164.4534537,469467.0453,34.02921465,2268799.847
1-01552-7502,507-R1,8,1,31,1987,25593,890124,34.8,4480001,175,221.3796492,1126678.707,44.02292453,5665769.362
1-01554-7501,2006-R1,8,1,154,2000,181821,7514661,41.3,35570267,196,247.9452071,9499346.73,52.24559721,45081645.5
1-01555-7501,524-R1,8,1,221,1987,220209,6634897,30.1,32099993,146,184.6938788,8384964.081,38.07729966,40671254.36
1-01557-7501,483-R1,8,1,18,1987,17550,570024,32.5,2760001,157,198.609171,721539.5282,41.11336343,3485590.951
1-01562-7501,1539-R1,8,1,120,2005,180466,5500603,30.5,26699981,148,187.2239319,6962975.675,38.58331029,33787554.09
1-01564-7502,396-R1,8,1,88,1988,105768,3864762,36.5,19399996,183,231.4998617,4883675.542,46.17346969,24485277.37
1-01565-7501,942-R1,8,1,45,1935,51750,1300000,25.1,5809996,112,141.6829755,1643174.633,31.75216683,7332093.982
1-01566-7501,440-R1,8,1,142,1986,167332,5945305,35.5,29900005,179,226.4397555,7514619.606,44.90844313,37890617.17
1-01569-7501,117-R1,8,1,82,1910,109500,3050000,27.9,14799998,135,170.7785865,3864719.414,35.29424122,18700255.22
1-01569-7502,605-R1,8,1,197,1963,163567,4439208,27.1,21500019,131,165.7184803,5607439.872,34.28221996,27106074.67
1-01569-7503,1701-R1,8,1,128,1999,112798,3717822,33,18000007,160,202.4042507,4708851.401,41.74587671,22830794.67
1-01576-7501,277-R1,8,1,91,1986,81223,2945145,36.3,14800002,182,230.2348352,3729797.878,45.92046438,18700364.02
1-01577-7501,33-R1,8,1,163,1964,103108,2800413,27.2,13599999,132,166.9835068,3547814.572,34.40872262,17217335.42
1-01577-7502,45-R1,8,1,68,1981,137403,4990476,36.3,25099998,183,231.4998617,6309609.567,45.92046438,31808775.5
1-01577-7503,207-R1,8,1,16,1981,18290,535000,29.3,2589997,142,179.6337725,677923.9421,37.06527841,3285501.699
1-01578-7501,517-R1,8,1,82,1988,118052,4195568,35.5,21100004,179,226.4397555,5301531.528,44.90844313,26731666.02
1-01578-7502,1481-R1,8,1,32,1910,12888,373752,29,1860001,144,182.1638256,472806.2094,36.68577044,2347727.384
1-01580-7501,1130-R1,8,1,40,1999,119396,5000304,41.9,25100003,210,265.6555791,6328538.792,53.00461315,31718213.52
1-01602-7501,1167-R1,8,1,60,1924,108700,3340351,30.7,16199998,149,188.4889585,4221507.506,38.8363156,20488749.79
1-01607-7501,1669-R1,8,1,51,1928,120464,3975312,33,19300001,160,202.4042507,5028875.292,41.74587671,24382425.66
1-01613-7501,267-R1,8,1,59,1925,63284,1430218,22.6,6390000,101,127.7676833,1809264.272,28.58960041,8085650.07
1-01614-7501,1285-R1,8,1,11,2003,7742,185033,23.9,826997,107,135.3578427,234072.6728,30.23413495,1047940.418
1-01113-7501,62-R1,9,1,166,1982,202235,8089400,40,40699997,201,236.2904676,9509692.083,47.02297863,47786202.72
1-01113-7502,953-R1,9,1,158,1960,415113,16604520,40,83500004,201,236.2904676,19519849.73,47.02297863,98087244.88
1-01114-7501,184-R1,9,1,94,1930,125900,4532400,36,22800010,181,212.7789783,5328173.709,42.32068077,26788873.37
1-01114-7502,941-R1,9,1,120,1987,146748,5576424,38,27999991,191,224.534723,6555501.665,44.6718297,32950021.53
1-01114-7503,1653-R1,9,1,202,2005,730068,35043264,48,176000003,241,283.3134463,41195966.36,56.42757436,206838081.1
1-01115-7501,612-R1,9,1,425,1932,598316,20941060,35,105018670,176,206.901106,24617775.42,41.1451063,123792242.1
1-01115-7502,1219-R1,9,2,277,1981,276911,11353351,41,57100000,206,242.16834,13346709.54,48.1985531,67059077.2
1-01116-7501,125-R1,9,1,655,1970,806195,28216825,35,141999993,176,206.901106,33170978.97,41.1451063,166802637.2
1-01116-7502,2001-R1,9,1,53,1999,146262,5850480,40,29400000,201,236.2904676,6877674.9,47.02297863,34560316.37
1-01117-7501,107-R1,9,1,11,1983,9335,313002,33.5,1520000,163,191.6186379,367628.5859,39.38174461,1788759.985
1-01117-7502,1303-R1,9,1,65,1911,87712,3508480,40,17599989,201,236.2904676,4124479.502,47.02297863,20725509.49
1-01118-7501,241-R1,9,1,54,1939,40545,1379000,34,6929995,171,201.0232337,1620564.668,39.96953184,8150487.01
1-01118-7502,913-R1,9,1,26,1986,58898,2355920,40,11800001,200,235.1148932,2769559.395,47.02297863,13847796.98
1-01120-7501,126-R1,9,1,175,1983,154328,5555808,36,27899994,181,212.7789783,6531266.022,42.32068077,32837754.16
1-01124-7501,181-R1,9,2,142,1926,114510,4122360,36,20700000,181,212.7789783,4846141.155,42.32068077,24365320.81
1-01125-7501,1201-R1,9,1,132,1928,139400,5018400,36,25199976,181,212.7789783,5899502.899,42.32068077,29661389.58
1-01125-7502,1607-R1,9,1,158,1924,239122,9564880,40,48100002,201,236.2904676,11244228.7,47.02297863,56502249.19
1-01126-7502,763-R1,9,1,62,1900,57627,1959318,34,9850000,171,201.0232337,2303324.211,39.96953184,11584365.89
1-01128-7502,677-R1,9,0,13,1910,8625,310000,35.9,1559998,181,212.7789783,364001.9386,42.20312332,1835218.688
1-01129-7501,634-R1,9,0,13,1900,6641,245717,37,1240001,187,219.8324251,288858.631,43.49625524,1459907.135
1-01131-7501,1055-R1,9,1,133,1998,239035,10039470,42,50500003,211,248.0462123,11802144.58,49.37412757,59291726.36
1-01132-7501,492-R1,9,1,222,1988,269253,10770120,40,54200009,201,236.2904676,12661078.07,47.02297863,63621917.27
1-01137-7501,760-R1,9,1,347,1989,442560,20358000,46,102000001,230,270.3821271,23932062.84,54.07642543,119660314.2
1-01138-7501,921-R1,9,1,143,1995,271808,11415936,42,57399997,211,248.0462123,13420282.87,49.37412757,67420944.87
1-01138-7502,966-R1,9,1,199,1997,320750,13792250,43,69300036,216,253.9240846,16213816.93,50.54970203,81446150.14
1-01139-7501,351-R1,9,1,75,1985,68609,2607142,38,13100004,191,224.534723,3064889.564,44.6718297,15405102.81
1-01139-7503,893-R1,9,1,281,1992,325921,13688682,42,68800020,211,248.0462123,16092065.03,49.37412757,80843469.56
1-01140-7501,160-R1,9,1,680,1965,665236,23283260,35,117000029,176,206.901106,27371205.93,41.1451063,137638064.2
1-01140-7502,417-R1,9,1,161,1987,239435,9577400,40,48199997,201,236.2904676,11258946.89,47.02297863,56576208.11
1-01141-7501,31-R1,9,1,83,1903,95930,2973830,31,14400000,150,176.3361699,3495958.614,36.44280844,16915928.78
1-01141-7502,601-R1,9,2,272,1977,218992,8759680,40,44000000,201,236.2904676,10297656.14,47.02297863,51745722.08
1-01142-7501,81-R1,9,1,87,1927,119000,3213000,27,15600005,131,154.000255,3777120.759,31.74051058,18326030.35
1-01142-7502,688-R1,9,1,122,1989,179380,6995820,39,35199998,196,230.4125953,8224107.36,45.84740417,41331411.34
1-01143-7502,431-R1,9,1,55,1940,43578,1740000,39.9,8749991,201,236.2904676,2044044.445,46.90542119,10297066
1-01143-7503,523-R1,9,2,35,1900,36236,1087080,30,5270000,145,170.4582975,1277943.49,35.26723398,6176726.868
1-01143-7504,579-R1,9,1,66,1905,46142,1384260,30,6710004,145,170.4582975,1627300.71,35.26723398,7865286.763
1-01144-7501,327-R1,9,1,34,1913,50284,1508520,30,7310000,145,170.4582975,1773377.593,35.26723398,8571325.031
1-01146-7501,270-R1,9,2,62,1952,70100,2032900,29,9850000,141,165.7559997,2389825.332,34.09165951,11619495.58
1-01147-7501,823-R1,9,2,132,1925,181976,5823232,32,28200000,155,182.2140422,6845642.848,37.61838291,33158582.54
1-01149-7501,589-R1,9,0,28,1900,14940,418320,28,2030009,136,159.8781274,491766.3105,32.91608504,2388579.223
1-01150-7502,159-R1,9,1,23,1988,47376,1800288,38,9050004,191,224.534723,2116372.604,44.6718297,10637557.04
1-01150-7503,405-R1,9,1,93,1987,68225,2456100,36,12300002,180,211.6034039,2887328.446,42.32068077,14436642.23
1-01150-7504,1415-R1,9,1,98,1930,135531,4336992,32,20999997,155,182.2140422,5098457.054,37.61838291,24695651.35
1-01151-7501,759-R1,9,2,248,1991,264070,9202839,34.8,46300000,175,205.7255315,10803101.43,40.90999141,54325941.1
1-01151-7501,759-R2,9,2,132,1991,92422,3350297,36.2,16800000,182,213.9545528,3933091.746,42.55579566,19774107.68
1-01152-7501,1544-R1,9,1,80,2004,86299,3624558,42,18199998,211,248.0462123,4260937.835,49.37412757,21406140.08
1-01158-7501,408-R1,9,2,508,1963,471630,12969825,27.5,62800000,133,156.351404,15246995.1,32.32829781,73740012.67
1-01158-7502,410-R1,9,2,452,1965,493268,13564870,27.5,65700000,133,156.351404,15946514.8,32.32829781,77123144.35
1-01158-7503,414-R1,9,2,454,1963,452258,12437095,27.5,60300000,133,156.351404,14620731.31,32.32829781,70711173.27
1-01158-7504,407-R1,9,2,561,1964,640079,17282133,27,83700000,131,154.000255,20316434.27,31.74051058,98572329.22
1-01158-7505,409-R1,9,2,484,1965,474360,13044900,27.5,63200000,133,156.351404,15335251.35,32.32829781,74166852
1-01163-7501,231-R1,9,1,58,1986,58000,2030000,35,10199999,176,206.901106,2386416.165,41.1451063,12000264.15
1-01164-7501,731-R1,9,1,202,1991,265469,9291415,35,46700001,176,206.901106,10922750.22,41.1451063,54925829.71
1-01165-7501,189-R1,9,1,159,1926,186929,5420941,29,26300010,141,165.7559997,6372719.821,34.09165951,30984603.27
1-01165-7503,799-R1,9,1,465,1902,446600,12951400,29,62699990,140,164.5804252,15225335.14,34.09165951,73501617.89
1-01165-7505,1674-R1,9,1,29,1928,132048,4753728,36,23900002,181,212.7789783,5588361.254,42.32068077,28097038.53
1-01166-7501,344-R1,9,1,92,1922,54975,1649250,30,7990003,145,170.4582975,1938816.188,35.26723398,9370944.905
1-01167-7501,650-R1,9,2,110,1924,107050,3211500,30,13555555,127,149.2979572,3775357.398,35.26723398,15982346.32
1-01169-7501,876-R1,9,0,16,1920,9957,278796,28,1349998,136,159.8781274,327745.4587,32.91608504,1591906.515
1-01170-7501,627-R1,9,2,272,1975,226556,7249792,32,35100000,155,182.2140422,8522670.359,37.61838291,41281684.54
1-01171-7501,1058-R1,9,1,372,1997,512280,21003480,41,106000010,207,243.3439144,24691154.78,48.1985531,124660220.5
1-01171-7502,1262-R1,9,1,422,2000,602694,24710454,41,124000005,206,242.16834,29048978.76,48.1985531,145953405.5
1-01171-7503,1401-R1,9,1,167,2004,322204,13854772,43,69699995,216,253.9240846,16287316.19,50.54970203,81815355.75
1-01171-7504,1463-R1,9,1,277,2004,263003,11835135,45,59500019,226,265.6798293,13913082.51,52.90085096,69874592.15
1-01179-7501,411-R1,9,2,403,1962,421100,11580250,27.5,56100000,133,156.351404,13613446.21,32.32829781,65839576.22
1-01179-7502,412-R1,9,2,432,1962,383760,10553400,27.5,51100000,133,156.351404,12406307.57,32.32829781,60001414.8
1-01179-7503,413-R1,9,2,543,1962,533710,14677025,27.5,71100000,133,156.351404,17253935.82,32.32829781,83446307.83
1-01182-7501,547-R1,9,1,148,1930,152076,4182000,27.5,17954961,118,138.717787,4916358.218,32.32829781,21095646.18
1-01184-7501,1631-R1,9,1,25,1931,45968,1517000,33,7350001,160,188.0919145,1783280.632,38.79395737,8646209.126
1-01197-7501,334-R1,9,1,37,1924,55226,1657000,30,7186777,130,152.8246806,1947668.264,35.26723398,8439895.811
1-01198-7502,909-R1,9,1,52,1900,39438,1183140,30,5730001,145,170.4582975,1390869.174,35.26723398,6722534.337
1-01199-7502,481-R1,9,1,20,1910,28600,1001000,35,5030001,176,206.901106,1176750.04,41.1451063,5917371.632
1-01202-7501,692-R1,9,1,36,1988,115502,4620080,40,23200003,201,236.2904676,5431248.078,47.02297863,27292021.59
1-01203-7501,1000-R1,9,1,47,1927,39942,1278000,32,6189992,155,182.2140422,1502553.45,37.61838291,7277993.274
1-01203-7502,1008-R1,9,1,11,1960,19902,636864,32,3089999,155,182.2140422,748681.0567,37.61838291,3626423.868
1-01206-7501,1257-R1,9,1,85,1929,130259,3907770,30,18899997,145,170.4582975,4593874.631,35.26723398,22203727.37
1-01209-7501,839-R1,9,1,18,1991,53656,1877960,35,9439999,176,206.901106,2207681.824,41.1451063,11101485.74
1-01210-7501,204-R1,9,1,147,1986,215942,7557970,35,38000006,176,206.901106,8884956.545,41.1451063,44678638.63
1-01210-7502,669-R1,9,1,91,1920,60653,1819590,30,8819986,145,170.4582975,2139063.543,35.26723398,10338807.12
1-01212-7501,36-R1,9,2,134,1900,148751,4016277,27,19500000,131,154.000255,4721432.689,31.74051058,22907691.93
1-01213-7503,512-R1,9,1,36,1912,35516,958932,27,4650000,131,154.000255,1127295.974,31.74051058,5469473.057
1-01213-7504,722-R1,9,2,59,0,48846,1416534,29,5510286,113,132.8399146,1665241.2,34.09165951,6488698.469
1-01216-7501,391-R1,9,1,47,1986,27600,855600,31,4149999,150,176.3361699,1005821.513,36.44280844,4866878.289
1-01216-7502,757-R1,9,1,79,1929,72721,1963467,27,9509999,131,154.000255,2308201.67,31.74051058,11199052.54
1-01216-7503,1031-R1,9,1,38,1998,70430,2605910,37,13100002,186,218.6568506,3063441.257,43.49625524,15400001.99
1-01219-7501,242-R1,9,1,108,1985,145070,4497170,31,21800002,150,176.3361699,5286758.22,36.44280844,25581088.17
1-01220-7501,252-R1,9,1,47,1900,33570,1209000,36,6080003,181,212.7789783,1420705.253,42.32068077,7142990.302
1-01220-7502,521-R1,9,1,13,1989,27389,959000,35,4820000,176,206.901106,1126923.316,41.1451063,5666814.392
1-01220-7503,618-R1,9,1,26,1989,54778,1918000,35,9640004,176,206.901106,2253846.633,41.1451063,11333628.78
1-01220-7504,774-R1,9,1,59,1990,60767,2127000,35,10700001,176,206.901106,2500264.675,41.1451063,12572759.51
1-01223-7501,357-R1,9,2,93,1930,100964,2423136,24,10800000,107,125.7864678,2848576.809,28.21378718,12699904.93
1-01223-7502,550-R1,9,1,53,1925,62389,1497000,23.99,6690005,107,125.7864678,1759496.54,28.20203144,7847691.94
1-01223-7503,1645-R1,9,1,279,1973,246842,5677366,23,25399999,103,121.08417,6674166.502,27.03821271,29888658.69
1-01228-7501,508-R1,9,1,123,1987,132774,4647090,35,23400016,176,206.901106,5463000.344,41.1451063,27471087.45
1-01228-7502,490-R1,9,1,28,1910,27772,916000,33,4439998,160,188.0919145,1077385.784,38.79395737,5223688.649
1-01228-7503,1487-R1,9,1,12,2004,21807,850000,39,4270004,196,230.4125953,999794.3427,45.84740417,5024607.466
1-01229-7501,261-R1,9,1,55,1920,80629,2016000,25,9010004,112,131.6643402,2369634.84,29.38936165,10615964.09
1-01230-7501,590-R1,9,2,97,1923,155319,4659570,30,22600000,146,171.633872,5477671.515,35.26723398,26658001.37
1-01231-7501,386-R1,9,1,306,1985,369189,12921615,35,65000005,176,206.901106,15190320.65,41.1451063,76385612.42
1-01232-7501,616-R1,9,2,76,1915,147022,4410660,30,21400000,146,171.633872,5185059.274,35.26723398,25233955.13
1-01232-7502,1230-R1,9,1,89,1915,123646,3709380,30,18000008,146,171.633872,4360652.413,35.26723398,21221841.74
1-01233-7501,296-R1,9,1,45,1912,79554,2147958,27,10399997,131,154.000255,2525084.579,31.74051058,12251336.29
1-01233-7502,892-R1,9,1,57,1986,60115,2164000,36,10900006,181,212.7789783,2544107.724,42.32068077,12791208.28
1-01234-7501,600-R1,9,2,354,1987,412000,14420000,35,72500000,176,206.901106,16951783.8,41.1451063,85243255.67
1-01235-7501,74-R1,9,1,60,1920,56306,1520262,27,7369996,131,154.000255,1787181.189,31.74051058,8671138.358
1-01236-7501,428-R1,9,2,142,1986,134054,4691890,35,23600000,176,206.901106,5515666.08,41.1451063,27735920.86
1-01237-7501,285-R1,9,1,72,1920,147994,3995838,27,19400019,131,154.000255,4697405.123,31.74051058,22791113.74
1-01237-7502,384-R1,9,1,157,1985,170760,5976600,35,30100008,176,206.901106,7025938.352,41.1451063,35330432.86
1-01238-7501,1117-R1,9,1,93,1922,166559,5080049,30.5,24600005,148,173.9850209,5971976.478,35.85502121,28978771.1
1-01238-7503,1265-R1,9,1,84,1920,118026,3540780,30,17199998,146,171.633872,4162450.558,35.26723398,20257259.38
1-01239-7501,732-R1,9,1,37,1913,59951,1618677,27,7840000,131,154.000255,1902875.35,31.74051058,9232469.288
1-01239-7502,1089-R1,9,1,47,1916,92402,2772060,30,13400006,145,170.4582975,3258762.954,35.26723398,15750687.61
1-01240-7501,387-R1,9,1,15,1900,15815,474450,30,2300001,145,170.4582975,557751.3054,35.26723398,2695797.975
1-01240-7502,1727-R1,9,1,58,1926,116997,2164444,18.5,8800000,75,88.16808494,2544465.687,21.74812762,10315401.43
1-01241-7501,200-R1,9,1,15,1930,16506,478674,29,2320000,141,165.7559997,562716.9319,34.09165951,2735968.531
1-01243-7501,415-R1,9,1,212,1986,145085,5077975,35,25500003,176,206.901106,5969537.748,41.1451063,30018246.96
1-01244-7501,221-R1,9,1,24,1920,20118,614000,30.5,2970000,148,173.9850209,721331.3167,35.85502121,3500230.65
1-01245-7501,29-R1,9,2,17,1920,25216,731264,29,3540000,140,164.5804252,859655.2862,34.09165951,4150060.002
1-01246-7501,78-R1,9,1,22,1910,28436,867000,30.5,4199999,148,173.9850209,1019573.383,35.85502121,4947438.054
1-01247-7501,740-R1,9,1,70,1950,90566,2355000,26,11400001,126,148.1223827,2768144.004,30.56493611,13414851.71
1-01250-7503,1692-R1,9,1,24,1920,60480,1331000,22.01,5949997,98,115.2062977,1564883.349,25.87439399,6967676.885
1-01250-7504,1747-R1,9,1,54,1923,55190,883040,16,3590002,65,76.41234028,1038079.276,18.80919145,4217197.06
1-01251-7501,1129-R1,9,1,51,1911,78380,2116260,27,10299998,131,154.000255,2487821.219,31.74051058,12070539.99
1-01252-7501,149-R1,9,1,32,1920,32750,917000,28,3644438,111,130.4887657,1078001.785,32.91608504,4273507.077
1-01253-7501,533-R1,9,1,30,1902,32905,921000,28,4460000,136,159.8781274,1083103.778,32.91608504,5260789.782
1-01253-7502,647-R1,9,1,104,1989,167752,5871320,35,29500009,176,206.901106,6902173.872,41.1451063,34708074.33
1-01253-7503,1608-R1,9,1,261,1931,208241,5000000,24.01,22300019,107,125.7864678,5877715.283,28.22554292,26193899.84
1-01859-7501,1027-R1,9,1,56,1990,39543,982643,24.85,4390000,111,130.4887657,1155170.667,29.21302548,5159917.262
1-01868-7501,93-R1,9,1,302,1983,358000,8950000,25,40000026,112,131.6643402,10521391.47,29.38936165,47135833.79
1-01869-7501,516-R1,9,1,56,1901,80242,1845566,23,8250000,103,121.08417,2169600.264,27.03821271,9716035.969
1-01869-7502,708-R1,9,1,61,1914,97950,2056950,21,9189996,94,110.5039998,2418097.897,24.68706378,10823866.78
1-01870-7501,353-R1,9,1,31,1920,49780,1045380,21,4669995,94,110.5039998,1228922.035,24.68706378,5500889.11
1-01870-7502,438-R1,9,2,79,1911,163616,2781472,17,11300000,69,81.11463814,3269827.461,19.98476592,13271652.63
1-01870-7503,1161-R1,9,1,32,1912,32752,786000,24,3510002,107,125.7864678,924057.9577,28.21378718,4119758.393
1-01874-7501,362-R1,9,2,345,1927,221974,4661454,21,20800000,94,110.5039998,5479886.296,24.68706378,24529014.85
1-01875-7501,1338-R1,9,1,83,2003,110625,3318750,30,16100000,146,171.633872,3901437.759,35.26723398,18986997.09
1-01876-7501,464-R1,9,1,46,1930,33324,733000,22,3279997,98,115.2062977,861846.557,25.86263825,3839134.665
1-01878-7501,1406-R1,9,1,64,2004,109623,3195510,29.1,15500006,141,165.7559997,3750116.991,34.20921696,18170669.96
1-01880-7501,519-R1,9,1,44,1925,42503,799056,18.8,3249994,76,89.3436594,939350.3007,22.10079996,3797373.555
1-01881-7501,188-R1,9,1,148,1920,107102,2570000,24,11499957,107,125.7864678,3021753.035,28.21378718,13471982.27
1-01881-7502,291-R1,9,1,36,1911,59769,1434000,23.99,6410004,107,125.7864678,1685607.217,28.20203144,7518131.394
1-01881-7503,1410-R1,9,1,49,1900,49828,1143552,22.95,5109998,103,121.08417,1344331.237,26.97943399,6033382.023
1-01882-7501,312-R1,9,1,56,1920,70493,1692000,24,7560002,107,125.7864678,1988874.5,28.21378718,8867065.475
1-01882-7502,1588-R1,9,1,55,2005,79805,2793175,35,14000004,175,205.7255315,3283585.208,41.1451063,16417926.04
1-01883-7501,532-R1,9,2,135,1930,147648,3085843,20.9,13800000,93,109.3284253,3627638.472,24.56950634,16142123.34
1-01883-7502,718-R1,9,1,71,1990,46573,1164325,25,5199997,112,131.6643402,1368750.74,29.38936165,6132003.316
1-01887-7501,1703-R1,9,1,61,1920,45808,732928,16,2980003,65,76.41234028,861611.4419,18.80919145,3500296.484
1-01888-7501,315-R1,9,1,32,1910,39500,672000,17.01,2730005,69,81.11463814,789862.6056,19.99652166,3204028.207
1-01889-7501,872-R1,9,1,106,1928,195971,4056599,20.7,18100002,92,108.1528509,4768835.025,24.33439144,21194822.34
1-01893-7501,831-R1,9,2,137,1920,165106,3467226,21,15500000,94,110.5039998,4075982.352,24.68706378,18244873.39
1-01894-7501,497-R1,9,2,151,1926,192853,3278501,17,13300000,69,81.11463814,3854122.062,19.98476592,15643201.31
1-01896-7501,202-R1,9,2,46,1911,63300,1322970,20.9,5910000,93,109.3284253,1555249.751,24.56950634,6920489.321
